"year","quarter","yearquarter","market","occupancy_proportion","mt","st","remainder","z1","z2","theta1","theta2","se_theta1","se_theta2"
2021,"Q2","2021Q2","Austin",0.51,0.396962464645168,0.069281517170201,0.0437560181846314,-0.0950987795271495,0.121402076661102,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2021,"Q3","2021Q3","Washington D.C.",0.31,0.253726326477333,0.0616268780290479,-0.00535320450638097,-0.00295563218488831,-0.0543291092205914,0,0,0,0
2021,"Q3","2021Q3","Manhattan",0.28,0.21035316050997,0.0593719701006333,0.0102748693893967,-0.0198997112658319,-0.0617013674206288,0,0,0,0
2021,"Q3","2021Q3","Chicago",0.31,0.243966221035552,0.0685391926366951,-0.00250541367224658,-0.0142436125934319,-0.0475221848479617,0,0,0,0
2021,"Q3","2021Q3","Houston",0.48,0.414927004987646,0.0639513089430661,0.00112168606928764,0.0259005938568808,-0.0619463699742987,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2021,"Q3","2021Q3","Philadelphia",0.34,0.285537520676567,0.0464994793352211,0.00796299998821204,-0.00333536698665976,-0.0339195573403996,0,0,0,0
2021,"Q3","2021Q3","San Francisco",0.22,0.182394902686856,0.0428604139034112,-0.00525531659026734,-0.018070964199893,-0.0539177183114332,0,0,0,0
2021,"Q3","2021Q3","Los Angeles",0.31,0.268484296518927,0.0439833751371319,-0.00246767165605838,-0.0127153443903503,-0.0597441927538873,0,0,0,0
2021,"Q3","2021Q3","Dallas/Ft Worth",0.46,0.418011981790469,0.0603068817875765,-0.0183188635780456,0.0355308393111464,-0.05757793363901,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2021,"Q3","2021Q3","South Bay/San Jose",0.26,0.214910346290381,0.0532483054309773,-0.00815865172135827,-0.00624354618133116,-0.0461827384039578,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2021,"Q3","2021Q3","Austin",0.48,0.428363651828949,0.0646652158894464,-0.0130288677183951,0.0437560181846314,-0.0950987795271495,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2021,"Q4","2021Q4","Washington D.C.",0.14,0.29119326287329,-0.149234282329563,-0.00195898054372678,-0.00535320450638094,-0.00295563218488831,0,0,0,0
2021,"Q4","2021Q4","Manhattan",0.1,0.262526153882827,-0.1529968521529,-0.00952930172992672,0.0102748693893967,-0.0198997112658319,0,0,0,0
2021,"Q4","2021Q4","Chicago",0.13,0.280442926306669,-0.158246507320171,0.00780358101350187,-0.0025054136722466,-0.0142436125934319,0,0,0,0
2021,"Q4","2021Q4","Houston",0.23,0.44187647644315,-0.198774982922908,-0.0131014935202418,0.00112168606928764,0.0259005938568808,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2021,"Q4","2021Q4","Philadelphia",0.2,0.311232962699419,-0.103880463518378,-0.00735249918104036,0.00796299998821204,-0.00333536698665976,0,0,0,0
2021,"Q4","2021Q4","San Francisco",0.1,0.224831191067602,-0.135477352266549,0.0106461611989465,-0.00525531659026734,-0.018070964199893,0,0,0,0
2021,"Q4","2021Q4","Los Angeles",0.18,0.306629936099058,-0.123828279180862,-0.00280165691819673,-0.00246767165605838,-0.0127153443903503,0,0,0,0
2021,"Q4","2021Q4","Dallas/Ft Worth",0.26,0.433190316563566,-0.173222454290167,3.21377266008227e-05,-0.0183188635780456,0.0355308393111464,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2021,"Q4","2021Q4","South Bay/San Jose",0.13,0.251661194212285,-0.128342447605836,0.00668125339355075,-0.00815865172135827,-0.00624354618133116,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2021,"Q4","2021Q4","Austin",0.23,0.465169536816933,-0.218435705924086,-0.0167338308928476,-0.0130288677183951,0.0437560181846314,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2022,"Q1","2022Q1","Washington D.C.",0.38,0.324717634825551,0.0437640191092953,0.0115183460651536,-0.00195898054372678,-0.00535320450638094,0,0,0,0
2022,"Q1","2022Q1","Manhattan",0.36,0.307255843672734,0.0404687185568017,0.0122754377704639,-0.00952930172992672,0.0102748693893967,0,0,0,0
2022,"Q1","2022Q1","Chicago",0.34,0.315157855711069,0.0263399313237873,-0.00149778703485615,0.00780358101350187,-0.0025054136722466,0,0,0,0
2022,"Q1","2022Q1","Houston",0.54,0.462810175835321,0.0609072413980629,0.0162825827666156,-0.0131014935202418,0.00112168606928764,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2022,"Q1","2022Q1","Philadelphia",0.37,0.329675365667888,0.0299081112139529,0.0104165231181591,-0.00735249918104039,0.00796299998821204,0,0,0,0
2022,"Q1","2022Q1","San Francisco",0.31,0.264076916196327,0.0385582509966337,0.00736483280703909,0.0106461611989465,-0.00525531659026734,0,0,0,0
2022,"Q1","2022Q1","Los Angeles",0.39,0.339745430392908,0.033020349662876,0.0172342199442164,-0.00280165691819673,-0.00246767165605838,0,0,0,0
2022,"Q1","2022Q1","Dallas/Ft Worth",0.51,0.445719000913636,0.0513215164241837,0.0129594826621801,3.21377266008227e-05,-0.0183188635780456,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2022,"Q1","2022Q1","South Bay/San Jose",0.33,0.285682009477249,0.0379103114195816,0.00640767910316958,0.00668125339355072,-0.00815865172135827,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2022,"Q1","2022Q1","Austin",0.61,0.4929172088333,0.0844888068571774,0.0325939843095225,-0.0167338308928476,-0.0130288677183951,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2022,"Q2","2022Q2","Washington D.C.",0.4,0.347355718674359,0.0438433812216741,0.00880090010396689,0.0115183460651536,-0.00195898054372678,0,0,0,0
2022,"Q2","2022Q2","Manhattan",0.41,0.338035248639433,0.0531560593401896,0.0188086920203771,0.0122754377704639,-0.00952930172992672,0,0,0,0
2022,"Q2","2022Q2","Chicago",0.41,0.339427012460607,0.0633674036390086,0.00720558390038428,-0.00149778703485615,0.00780358101350187,0,0,0,0
2022,"Q2","2022Q2","Houston",0.55,0.481636880726308,0.0739165157431929,-0.00555339646950065,0.0162825827666156,-0.0131014935202418,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2022,"Q2","2022Q2","Philadelphia",0.38,0.340291684495211,0.0274727720431489,0.0122355434616404,0.0104165231181591,-0.00735249918104039,0,0,0,0
2022,"Q2","2022Q2","San Francisco",0.34,0.293819242049459,0.054058490184234,-0.00787773223369298,0.00736483280703909,0.0106461611989465,0,0,0,0
2022,"Q2","2022Q2","Los Angeles",0.41,0.365134902273906,0.0468244679504488,-0.00195937022435461,0.0172342199442164,-0.00280165691819673,0,0,0,0
2022,"Q2","2022Q2","Dallas/Ft Worth",0.51,0.456022954087668,0.0615939322989676,-0.00761688638663605,0.0129594826621801,3.21377266008227e-05,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2022,"Q2","2022Q2","South Bay/San Jose",0.35,0.307303251415101,0.0371837753010653,0.00551297328383321,0.00640767910316958,0.00668125339355072,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2022,"Q2","2022Q2","Austin",0.58,0.511923506037656,0.069281517170201,-0.00120502320785754,0.0325939843095224,-0.0167338308928476,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2022,"Q3","2022Q3","Washington D.C.",0.44,0.359651096435172,0.0616268780290479,0.0187220255357799,0.00880090010396689,0.0115183460651536,0,0,0,0
2022,"Q3","2022Q3","Manhattan",0.43,0.357226555978119,0.0593719701006333,0.0134014739212477,0.0188086920203771,0.0122754377704639,0,0,0,0
2022,"Q3","2022Q3","Chicago",0.45,0.3593282115955,0.0685391926366951,0.0221325957678048,0.00720558390038428,-0.00149778703485615,0,0,0,0
2022,"Q3","2022Q3","Houston",0.58,0.493290605721177,0.0639513089430661,0.0227580853357572,-0.00555339646950059,0.0162825827666156,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2022,"Q3","2022Q3","Philadelphia",0.39,0.347669031872918,0.0464994793352211,-0.00416851120813938,0.0122355434616405,0.0104165231181591,0,0,0,0
2022,"Q3","2022Q3","San Francisco",0.39,0.313061583502407,0.0428604139034112,0.034078002594182,-0.00787773223369298,0.00736483280703909,0,0,0,0
2022,"Q3","2022Q3","Los Angeles",0.44,0.383101187923895,0.0439833751371319,0.0129154369389728,-0.00195937022435461,0.0172342199442164,0,0,0,0
2022,"Q3","2022Q3","Dallas/Ft Worth",0.54,0.457553099475359,0.0603068817875765,0.0221400187370644,-0.00761688638663605,0.0129594826621801,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2022,"Q3","2022Q3","South Bay/San Jose",0.4,0.313575925863376,0.0532483054309773,0.0331757687056465,0.00551297328383327,0.00640767910316958,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2022,"Q3","2022Q3","Austin",0.61,0.513214836335773,0.0646652158894464,0.032119947774781,-0.00120502320785754,0.0325939843095224,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2022,"Q4","2022Q4","Washington D.C.",0.18,0.375529387765392,-0.149234282329563,-0.0462951054358289,0.0187220255357799,0.00880090010396689,0,0,0,0
2022,"Q4","2022Q4","Manhattan",0.18,0.377607417541803,-0.1529968521529,-0.0446105653889033,0.0134014739212477,0.0188086920203771,0,0,0,0
2022,"Q4","2022Q4","Chicago",0.17,0.38972983593755,-0.158246507320171,-0.0614833286173794,0.0221325957678048,0.00720558390038428,0,0,0,0
2022,"Q4","2022Q4","Houston",0.27,0.508953384214281,-0.198774982922908,-0.0401784012913725,0.0227580853357572,-0.00555339646950059,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2022,"Q4","2022Q4","Philadelphia",0.23,0.35649111305379,-0.103880463518378,-0.022610649535412,-0.00416851120813938,0.0122355434616405,0,0,0,0
2022,"Q4","2022Q4","San Francisco",0.16,0.338297193522755,-0.135477352266549,-0.0428198412562057,0.034078002594182,-0.00787773223369298,0,0,0,0
2022,"Q4","2022Q4","Los Angeles",0.25,0.404144599411559,-0.123828279180862,-0.030316320230697,0.0129154369389727,-0.00195937022435461,0,0,0,0
2022,"Q4","2022Q4","Dallas/Ft Worth",0.26,0.461830525228603,-0.173222454290167,-0.0286080709384358,0.0221400187370644,-0.00761688638663605,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2022,"Q4","2022Q4","South Bay/San Jose",0.15,0.320562234728743,-0.128342447605836,-0.0422197871229066,0.0331757687056465,0.00551297328383327,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2022,"Q4","2022Q4","Austin",0.24,0.517066802721399,-0.218435705924086,-0.0586310967973136,0.032119947774781,-0.00120502320785754,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2023,"Q1","2023Q1","Washington D.C.",0.46,0.389334502538668,0.0437640191092953,0.0269014783520367,-0.0462951054358289,0.0187220255357799,0,0,0,0
2023,"Q1","2023Q1","Manhattan",0.46,0.395999867158843,0.0404687185568017,0.0235314142843552,-0.0446105653889034,0.0134014739212477,0,0,0,0
2023,"Q1","2023Q1","Chicago",0.48,0.418388353992981,0.0263399313237873,0.0352717146832318,-0.0614833286173794,0.0221325957678048,0,0,0,0
2023,"Q1","2023Q1","Houston",0.61,0.520553690714207,0.0609072413980629,0.0285390678877298,-0.0401784012913725,0.0227580853357572,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2023,"Q1","2023Q1","Philadelphia",0.42,0.364854993372066,0.0299081112139529,0.0252368954139816,-0.022610649535412,-0.00416851120813938,0,0,0,0
2023,"Q1","2023Q1","San Francisco",0.41,0.359949720880336,0.0385582509966337,0.0114920281230299,-0.0428198412562057,0.034078002594182,0,0,0,0
2023,"Q1","2023Q1","Los Angeles",0.48,0.420052777321242,0.033020349662876,0.0269268730158824,-0.030316320230697,0.0129154369389727,0,0,0,0
2023,"Q1","2023Q1","Dallas/Ft Worth",0.53,0.465593976723208,0.0513215164241837,0.0130845068526086,-0.0286080709384358,0.0221400187370644,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2023,"Q1","2023Q1","South Bay/San Jose",0.37,0.326557534571755,0.0379103114195816,0.00553215400866297,-0.0422197871229066,0.0331757687056465,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2023,"Q1","2023Q1","Austin",0.64,0.516663928105217,0.0844888068571774,0.038847265037606,-0.0586310967973136,0.032119947774781,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2023,"Q2","2023Q2","Washington D.C.",0.46,0.399789081515425,0.0438433812216741,0.0163675372629011,0.0269014783520367,-0.0462951054358289,0,0,0,0
2023,"Q2","2023Q2","Manhattan",0.49,0.407904732188302,0.0531560593401896,0.0289392084715089,0.0235314142843552,-0.0446105653889034,0,0,0,0
2023,"Q2","2023Q2","Chicago",0.53,0.442292723620166,0.0633674036390086,0.0243398727408249,0.0352717146832318,-0.0614833286173794,0,0,0,0
2023,"Q2","2023Q2","Houston",0.61,0.527942006115616,0.0739165157431929,0.00814147814119071,0.0285390678877298,-0.0401784012913725,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2023,"Q2","2023Q2","Philadelphia",0.4,0.371547607851666,0.0274727720431489,0.000979620105185541,0.0252368954139816,-0.022610649535412,0,0,0,0
2023,"Q2","2023Q2","San Francisco",0.46,0.37217195179578,0.054058490184234,0.0337695580199862,0.0114920281230299,-0.0428198412562057,0,0,0,0
2023,"Q2","2023Q2","Los Angeles",0.49,0.425874558220033,0.0468244679504488,0.0173009738295184,0.0269268730158824,-0.030316320230697,0,0,0,0
2023,"Q2","2023Q2","Dallas/Ft Worth",0.53,0.471457960268094,0.0615939322989676,-0.00305189256706184,0.0130845068526086,-0.0286080709384358,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2023,"Q2","2023Q2","South Bay/San Jose",0.39,0.334046139953682,0.0371837753010653,0.0187700847452525,0.00553215400866297,-0.0422197871229066,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2023,"Q2","2023Q2","Austin",0.59,0.517796248298932,0.069281517170201,0.00292223453086671,0.038847265037606,-0.0586310967973136,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2023,"Q3","2023Q3","Washington D.C.",0.47,0.399343737374086,0.0616268780290479,0.00902938459686642,0.0163675372629011,0.0269014783520367,0,0,0,0
2023,"Q3","2023Q3","Manhattan",0.47,0.410921369152652,0.0593719701006333,-0.000293339253285563,0.0289392084715089,0.0235314142843552,0,0,0,0
2023,"Q3","2023Q3","Chicago",0.53,0.449583622349275,0.0685391926366951,0.0118771850140295,0.0243398727408249,0.0352717146832318,0,0,0,0
2023,"Q3","2023Q3","Houston",0.6,0.524546551525734,0.0639513089430661,0.0115021395312002,0.00814147814119071,0.0285390678877298,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2023,"Q3","2023Q3","Philadelphia",0.42,0.370540255255278,0.0464994793352211,0.00296026540950062,0.000979620105185597,0.0252368954139816,0,0,0,0
2023,"Q3","2023Q3","San Francisco",0.43,0.375448521256135,0.0428604139034112,0.0116910648404537,0.0337695580199862,0.0114920281230299,0,0,0,0
2023,"Q3","2023Q3","Los Angeles",0.47,0.420229991618075,0.0439833751371319,0.00578663324479345,0.0173009738295184,0.0269268730158824,0,0,0,0
2023,"Q3","2023Q3","Dallas/Ft Worth",0.55,0.479684608757975,0.0603068817875765,0.0100085094544484,-0.00305189256706184,0.0130845068526086,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2023,"Q3","2023Q3","South Bay/San Jose",0.4,0.341528319586591,0.0532483054309773,0.00522337498243208,0.0187700847452525,0.00553215400866297,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2023,"Q3","2023Q3","Austin",0.58,0.517295501609825,0.0646652158894464,-0.00196071749927129,0.00292223453086671,0.038847265037606,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2023,"Q4","2023Q4","Washington D.C.",0.21,0.398838384162316,-0.149234282329563,-0.0396041018327529,0.00902938459686642,0.0163675372629011,0,0,0,0
2023,"Q4","2023Q4","Manhattan",0.21,0.417737866314517,-0.1529968521529,-0.0547410141616176,-0.000293339253285563,0.0289392084715089,0,0,0,0
2023,"Q4","2023Q4","Chicago",0.25,0.453346194265753,-0.158246507320171,-0.0450996869455826,0.0118771850140295,0.0243398727408249,0,0,0,0
2023,"Q4","2023Q4","Houston",0.29,0.520699050543989,-0.198774982922908,-0.031924067621081,0.0115021395312002,0.00814147814119071,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2023,"Q4","2023Q4","Philadelphia",0.25,0.37036287406214,-0.103880463518378,-0.0164824105437615,0.00296026540950062,0.000979620105185597,0,0,0,0
2023,"Q4","2023Q4","San Francisco",0.18,0.377119738728983,-0.135477352266549,-0.0616423864624338,0.0116910648404537,0.0337695580199862,0,0,0,0
2023,"Q4","2023Q4","Los Angeles",0.25,0.415275558720342,-0.123828279180862,-0.0414472795394798,0.00578663324479345,0.0173009738295184,0,0,0,0
2023,"Q4","2023Q4","Dallas/Ft Worth",0.28,0.496088108238117,-0.173222454290167,-0.0428656539479497,0.0100085094544484,-0.00305189256706184,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2023,"Q4","2023Q4","South Bay/San Jose",0.18,0.349561702745195,-0.128342447605836,-0.0412192551393588,0.00522337498243208,0.0187700847452525,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
